file,verdict,engine_verdict,sample_rate,bytes,flags,evidence_error,assertion,coverage.examined_s,coverage.fraction,coverage.mode,coverage.segments,coverage.spans.len,coverage.total_s,duration,idem.R_fhgacm_320_bestphase,idem.R_fhgacm_320_full_bestphase,idem.R_mp3_128_bestphase,idem.R_mp3_128_full_bestphase,idem.R_mp3_320_bestphase,idem.R_mp3_320_full_bestphase,idem.R_mp3_320_phase0,idem.best_phase,idem.d1_best,idem.d1_phase0,idem.n_phases,rolloff_hz,score,telemetry.ai_engine,telemetry.bit_declared,telemetry.bit_effective,telemetry.brickwall,telemetry.brickwall_detail,telemetry.dead_max_run,telemetry.dead_mean_run,telemetry.dead_run_reason,telemetry.edge_two_axis,telemetry.edge_two_axis.edge,telemetry.edge_two_axis.edge_std,telemetry.edge_two_axis.fires,telemetry.edge_two_axis.flatness_db,telemetry.edge_two_axis.n,telemetry.edge_two_axis.width_hz,telemetry.fake_hires,telemetry.fake_hires_db,telemetry.frame_periodicity,telemetry.hf_cutoff,telemetry.hf_sharpness,telemetry.hf_stereo_corr,telemetry.hf_top_db,telemetry.hf_wall,telemetry.idem_move,telemetry.lsb_entropy,telemetry.mid_stereo_corr,telemetry.ms_cond,telemetry.opus_edge.edge,telemetry.opus_edge.edge_std,telemetry.opus_edge.flatness_db,telemetry.opus_edge.joint,telemetry.opus_edge.occ,telemetry.opus_edge.probe,telemetry.opus_edge.width_hz,telemetry.pool_llr,telemetry.probe_convdrop,telemetry.probe_licence_v1,telemetry.probe_licence_v2,telemetry.ratio_raw,telemetry.refmatch,telemetry.sr,telemetry.stereo,telemetry.stereo_conf,telemetry.stereo_corr,telemetry.structural_probes_available,telemetry.threshold_margins,telemetry.top_octave_dbfs,telemetry.top_octave_depth_db,telemetry.va_needles,telemetry.va_needles.brief,telemetry.va_needles.contrast,telemetry.va_needles.va,telemetry.va_needles.void,telemetry.va_needles.wall,telemetry.va_needles.width,windows_used
fd-exchange-v2-2026-08-0011.flac,flagged,SUSPECT,44100,5372391,HF_SEAM_0.66;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_382;DEAD_STRUCTURE_MEANRUN_5.86;MS_CONDITIONAL_69;AAC_LATTICE_17pct,,,60.02,1.0,spread,2/2,2,60.0,0.0,1.0526,12.1085,3.1566,8.2257,2.4164,3.1796,2.5905,489,0.32758933420997455,0.34146841177316684,576,8893.2,—,True,16,16,PASS,"No shelf (16k drop=20.6dB, 20k drop=34.3dB)",382.0,5.856,,,20564.0,536.6,False,,11,,False,,0.349,21500,4.4,0.999,-35.4,5.9,,1.0,0.966,69.092,20763.0,448.1,7.9,False,,ok,1500.0,,,True,True,20.658,,44100,PASS,0.0,0.9541,True,,-83.6,67.1,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0012.flac,convicted,UPSCALE,44100,5144114,HF_SEAM_0.67;LOW_ROLLOFF_6.9KHZ;STEREO_AAC_DOUBT_0.00;DEADRUN_UNCORROBORATED_95;DEADRUN_UNCORROBORATED_5.43;MP3_CONJ_BASE_20500;MP3_CONJ_WALLLEG_W41.9_K6.85;OPUS_EDGE_FIRE_20082_W587_F11.9,,,60.0,1.0,whole,1/1,1,60.0,0.0,1.2531,12.331,3.2877,8.0813,2.0203,2.935,2.0857,114,0.42650531654467844,0.4444399017273505,576,6869.1,—,True,16,16,PASS,"No shelf (16k drop=9.8dB, 20k drop=27.6dB)",95.0,5.43,,,,,,,,,False,,0.349,20500,49.6,0.906,-60.9,41.9,,1.0,0.784,14.917,20082.0,33.9,11.9,True,0.16,ok,587.0,,,,,70.849,,44100,PASS,0.0,0.861,True,MEANRUN_CEILING 5.43 vs 5.00 (+0.43);MAXRUN_SOLO 95.00 vs 100.00 (-5.00),-115.1,96.1,,,,MASTERING_EDGE,,20204,662,5
fd-exchange-v2-2026-08-0013.flac,flagged,SUSPECT,44100,5972742,LOW_ROLLOFF_7.1KHZ;CNN_DOUBT;DEAD_STRUCTURE_MAXRUN_102,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.924,11.7236,5.6353,9.9271,2.2241,4.2959,2.2241,0,0.9069924595645288,0.9069924595645288,576,7138.3,—,True,16,16,PASS,"No shelf (16k drop=6.3dB, 20k drop=29.0dB)",102.0,3.803,,,21625.0,61.7,False,5.9,11,1500.0,False,,0.293,22000,13.9,-0.17,-30.5,6.3,,1.0,0.396,1.863,21641.0,33.2,,False,,ok,1500.0,,,,,22.639,,44100,PASS,0.1899,-0.0688,True,MAXRUN_SOLO 102.00 vs 100.00 (+2.00),-89.9,68.8,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0014.flac,clear,GENUINE,44100,3661759,LOW_ROLLOFF_5.6KHZ,,,55.09,0.9999,whole,1/1,1,55.09,0.0,0.8631,1.2698,2.0181,2.2996,2.3667,2.3823,2.352,1,0.6914168562922445,0.6956428655758599,576,5555.6,—,True,16,16,PASS,"No shelf (16k drop=5.8dB, 20k drop=31.2dB)",24.0,2.523,,,21897.0,120.4,False,,4,,False,,0.333,22000,17.8,-0.078,-35.0,6.3,,1.0,-0.101,5.15,21926.0,0.0,,False,,ok,1500.0,,,,,29.137,,44100,PASS,0.1948,0.6372,True,,-110.2,81.4,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0015.flac,convicted,UPSCALE,44100,5035758,BRICKWALL_20K;HF_SEAM_0.82;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_88;BAND_LIMIT_LOW_19000HZ_41DB;MS_CONDITIONAL_55;MP3_CONJ_BASE_19000;MP3_CONJ_WALLLEG_W41.2_K5.39,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.3023,5.2536,4.5855,6.1305,1.3575,1.4589,1.3575,0,0.6569471581561687,0.6569471581561687,576,9291.6,—,True,16,16,FAKE_320K,"20kHz shelf (drop=62.3dB, whole-track)",88.0,3.697,,,,,,,,,False,,0.149,19000,42.1,0.123,-69.7,41.2,,1.0,0.302,54.742,,,,False,,ok,,,,,,23.482,,44100,PASS,0.0,0.9302,True,,-115.5,94.8,,,,DARK_REF,,18589,,5
fd-exchange-v2-2026-08-0016.flac,flagged,SUSPECT,44100,5743812,BRICKWALL_20K;LOW_ROLLOFF_7.2KHZ;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_250;DEADRUN_UNCORROBORATED_7.96;BAND_LIMIT_LOW_NOWALL_19500HZ,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.4569,2.9487,6.3263,6.7859,2.3369,4.0248,2.1702,147,0.8357288910278419,0.8559894936002107,576,7170.6,—,True,16,16,FAKE_320K,"20kHz shelf (drop=62.0dB, whole-track)",250.0,7.957,,,,,,,,,False,,0.495,19500,24.6,-0.004,-64.1,9.3,,1.0,-0.122,7.804,20284.0,0.0,0.1,False,,ok,1500.0,,,,,10.908,,44100,PASS,0.0,0.3304,True,MEANRUN_SOLO 7.96 vs 8.00 (-0.04),-113.6,96.5,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0017.flac,flagged,SUSPECT,44100,5329962,CNN_DOUBT;STEREO_AAC_DOUBT_0.00,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.786,11.2613,6.0682,10.0145,2.3965,3.4596,2.3965,0,0.6677290449496414,0.6677290449496414,576,10314.4,—,True,16,16,PASS,"No shelf (16k drop=10.6dB, 20k drop=32.9dB)",40.0,2.894,,,20521.0,469.6,False,,10,,False,,0.178,21500,15.4,-0.054,-36.3,6.0,,1.0,-0.43,24.829,20661.0,370.2,10.9,False,,ok,1500.0,,,,,42.115,,44100,PASS,0.0,0.7645,True,,-96.4,68.4,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0018.flac,flagged,SUSPECT,44100,5589837,LOW_ROLLOFF_6.8KHZ;STEREO_AAC_DOUBT_0.00;DEADRUN_UNCORROBORATED_82,,,60.02,1.0,spread,2/2,2,60.0,0.0,0.9433,6.8273,5.7184,7.39,1.7926,2.2397,1.8864,81,0.7400198664311213,0.7555050499680773,576,6783.0,—,True,16,16,PASS,"No shelf (16k drop=15.1dB, 20k drop=28.7dB)",82.0,3.515,,,21894.0,85.6,False,,9,,False,,0.343,22000,4.3,-0.167,-30.6,9.1,,1.0,-0.107,35.248,21950.0,81.7,,False,,ok,1500.0,,,,,30.177,,44100,PASS,0.0,0.7707,True,MAXRUN_CEILING 82.00 vs 80.00 (+2.00),-90.5,71.0,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0019.flac,flagged,SUSPECT,48000,6188807,FAKE_STEREO;AI_SR_48000;DEAD_STRUCTURE_MAXRUN_484;MS_CONDITIONAL_60,,,60.02,1.0,spread,2/2,2,60.01,0.0,1.5046,16.6922,2.4496,14.3218,3.2227,10.3266,2.9987,529,0.3581826946680277,0.3716821875809845,576,10898.4,—,True,16,16,PASS,"No shelf (16k drop=11.4dB, 20k drop=23.6dB)",484.0,2.905,,,,,,,,,False,,0.341,21500,16.7,0.996,-34.6,15.4,,1.0,1.0,60.082,21202.0,142.3,7.2,False,,ok,1500.0,,,,,74.075,,48000,FAKE_STEREO,0.2767,0.9967,True,,-66.9,56.3,,,,,,,,5
fd-exchange-v2-2026-08-0020.flac,clear,GENUINE,44100,6843364,LOW_ROLLOFF_5.6KHZ,,,60.0,1.0,whole,1/1,1,60.0,0.0,1.3798,11.2268,6.931,9.9692,2.5777,8.9738,2.6434,320,0.9107507017184847,0.9252517601376368,576,5620.2,—,True,16,16,PASS,"No shelf (16k drop=18.1dB, 20k drop=30.1dB)",5.0,2.1,,,21792.0,65.1,False,,11,,False,,0.186,21500,8.5,-0.42,-33.7,9.5,,1.0,0.577,8.248,21821.0,64.9,,False,,ok,1500.0,,,,,16.896,,44100,PASS,0.6663,0.7481,True,,-81.4,70.7,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0021.flac,flagged,SUSPECT,44100,5330076,HF_SEAM_0.77;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;OPUS_EDGE_FIRE_20042_W573_F7.5,,,60.0,1.0,whole,1/1,1,60.0,0.0,2.1653,18.7405,5.0969,12.4933,1.5591,1.9618,1.6484,508,0.9069286413035547,0.9132134301599407,576,8742.5,—,True,16,16,PASS,"No shelf (16k drop=12.8dB, 20k drop=25.8dB)",24.0,2.693,,,,,,,,,False,,0.363,20500,39.1,-0.022,-53.6,34.8,,1.0,0.22,4.722,20042.0,12.2,7.5,True,0.2335,ok,573.0,,,,,52.345,,44100,PASS,0.0,0.5921,True,,-116.4,87.4,,,3.1,silent,39.0,20306,296,5
fd-exchange-v2-2026-08-0022.flac,flagged,SUSPECT,44100,1736064,FAKE_STEREO;LOW_ROLLOFF_6.3KHZ;AAC_LATTICE_22pct,,,36.2,1.0,whole,1/1,1,36.2,0.0,3.4635,15.1343,1.9184,9.8314,1.0343,16.2696,1.1328,467,0.9266424906637258,0.9802278877464667,576,6330.8,—,True,16,16,PASS,"No shelf (16k drop=11.4dB, 20k drop=10.0dB)",3.0,2.0,,,,,,,,,False,,0.649,22000,1.4,0.606,-11.5,4.6,,1.0,0.997,41.108,,,,False,,ok,,,,False,False,59.219,,44100,FAKE_STEREO,0.6628,0.992,True,,-95.6,55.3,,,,NO_WALL,,,,4
fd-exchange-v2-2026-08-0023.flac,flagged,SUSPECT,44100,5313602,BRICKWALL_20K;HF_DECOUPLED_0.15;HF_SEAM_0.82;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_206;DEADRUN_UNCORROBORATED_6.05;BAND_LIMIT_LOW_NOWALL_17500HZ,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.0667,0.2813,4.9206,4.9722,1.6937,1.6937,1.6937,0,0.45960874263878854,0.45960874263878854,576,8268.8,—,True,16,16,FAKE_320K,"20kHz shelf (drop=68.2dB, whole-track)",206.0,6.053,,,,,,,,,False,,0.216,17500,-0.8,-0.035,-68.2,8.6,,1.0,0.008,41.702,,,,False,,ok,,,,,,8.132,,44100,PASS,0.0,0.6625,True,,-114.9,94.8,,,,MASTERING_EDGE,,16107,1017,5
fd-exchange-v2-2026-08-0024.flac,convicted,UPSCALE,44100,5745953,HF_SEAM_0.67;LOW_ROLLOFF_6.0KHZ;STEREO_AAC_DOUBT_0.00;DEADRUN_UNCORROBORATED_96;DEADRUN_UNCORROBORATED_7.83;MP3_CONJ_BASE_20500;MP3_CONJ_WALLLEG_W36.4_K5.91;OPUS_EDGE_FIRE_20099_W592_F8.7,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.9761,9.6276,3.5386,7.6887,1.7794,1.9829,1.9202,116,0.39732830018584026,0.40669118097413004,576,6007.8,—,True,16,16,PASS,"No shelf (16k drop=16.5dB, 20k drop=35.9dB)",96.0,7.83,,,,,,,,,False,,0.323,20500,42.1,0.68,-65.7,36.4,,1.0,0.878,4.813,20099.0,32.6,8.7,True,0.2026,ok,592.0,,,,,40.769,,44100,PASS,0.0,0.9226,True,MEANRUN_SOLO 7.83 vs 8.00 (-0.17);MAXRUN_SOLO 96.00 vs 100.00 (-4.00),-116.1,100.0,,,,DARK_REF,,20220,,5
fd-exchange-v2-2026-08-0025.flac,flagged,SUSPECT,44100,5563752,BRICKWALL_20K;HF_DECOUPLED_0.09;HF_SEAM_0.86;LOW_ROLLOFF_7.6KHZ;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_292;DEAD_STRUCTURE_MEANRUN_7.91;BAND_LIMIT_LOW_NOWALL_18500HZ;MS_CONDITIONAL_56,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.1544,1.7369,5.862,6.3976,2.5382,2.6016,2.5382,0,0.5181443757160799,0.5181443757160799,576,7633.5,—,True,16,16,FAKE_320K,"20kHz shelf (drop=76.8dB, whole-track)",292.0,7.906,,,,,,,,,False,,0.471,18500,44.3,0.639,-76.8,8.7,,1.0,0.396,56.255,,,,False,,ok,,,,,,3.26,,44100,PASS,0.0,0.2253,True,MEANRUN_SOLO 7.91 vs 8.00 (-0.09),-112.0,94.4,,,,MASTERING_EDGE,,18583,775,5
fd-exchange-v2-2026-08-0026.flac,convicted,UPSCALE,44100,6044580,BRICKWALL_20K;HF_SEAM_0.85;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_338;DEAD_STRUCTURE_MEANRUN_7.20;BAND_LIMIT_LOW_NOWALL_18500HZ;MS_CONDITIONAL_50;AAC_LATTICE_59pct,,,60.02,1.0,spread,2/2,2,60.0,0.0,0.3188,4.8248,8.508,9.7134,3.3257,3.7624,3.1331,283,0.7897518616713326,0.8088863108467317,576,10486.7,—,True,16,16,FAKE_320K,"20kHz shelf (drop=55.5dB, whole-track)",338.0,7.204,,,,,,,,,False,,0.254,18500,35.4,-0.262,-71.6,8.9,,1.0,-0.356,50.066,,,,False,,ok,,,,True,True,12.311,,44100,PASS,0.0,0.5877,True,,-96.4,76.3,,,,MASTERING_EDGE,,18632,1416,5
fd-exchange-v2-2026-08-0027.flac,flagged,SUSPECT,44100,5992814,LOW_ROLLOFF_6.4KHZ;STEREO_AAC_DOUBT_0.00;DEADRUN_UNCORROBORATED_91,,,60.02,1.0,spread,2/2,2,60.0,0.0,1.2723,6.2934,4.6122,6.8639,2.2327,2.5761,2.4133,366,0.6398893382812736,0.6538011249318583,576,6416.9,—,True,16,16,PASS,"No shelf (16k drop=9.2dB, 20k drop=25.4dB)",91.0,3.822,,,21711.0,102.0,False,,12,,False,,0.388,22000,7.7,-0.138,-26.8,8.2,,1.0,0.055,39.455,21751.0,96.9,,False,,ok,1500.0,,,,,35.789,,44100,PASS,0.0,0.9514,True,,-87.0,73.6,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0028.flac,convicted,UPSCALE,44100,4810557,HF_SEAM_0.66;LOW_ROLLOFF_7.6KHZ;STEREO_AAC_DOUBT_0.00;DEADRUN_UNCORROBORATED_94;MP3_CONJ_BASE_20500;MP3_CONJ_WALLLEG_W34.3_K5.98;OPUS_EDGE_FIRE_20085_W639_F6.2,,,60.0,1.0,whole,1/1,1,60.0,0.0,1.1857,13.9245,4.6491,9.677,2.2409,4.4017,2.1479,423,0.6404983934593979,0.6720645913853341,576,7622.8,—,True,16,16,PASS,"No shelf (16k drop=13.2dB, 20k drop=32.0dB)",94.0,4.812,,,,,,,,,False,,0.19,20500,40.1,0.984,-60.2,34.3,,1.0,0.896,7.857,20085.0,24.8,6.2,True,0.1422,ok,639.0,,,,,49.892,,44100,PASS,0.0,0.9215,True,MEANRUN_CEILING 4.81 vs 5.00 (-0.19),-117.1,91.0,,,,MASTERING_EDGE,,20220,657,5
