file,verdict,score,confidence,hires_verdict,evidence_families,engine_version,engine_sha
b029.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b030.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b031.wav,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b032.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b033.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b034.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b035.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b036.wav,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b037.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b038.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b039.wav,AUTHENTIC,25,✅ Authentic file,NOT_HIRES,mdct|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b040.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b041.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b042.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b043.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b044.wav,WARNING,50,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b045.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b046.wav,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b047.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b048.wav,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b049.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b050.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b051.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b052.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b053.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b054.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b055.wav,SUSPICIOUS,66,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b056.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b057.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b058.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b059.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b060.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b061.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b062.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b063.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b064.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b065.wav,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b066.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b067.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b068.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b069.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b070.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b071.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b072.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b073.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b074.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b075.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b076.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b077.wav,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b078.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b079.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b080.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b081.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b082.wav,AUTHENTIC,12,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b083.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b084.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b085.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b086.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b087.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b088.wav,FAKE_CERTAIN,82,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b089.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b090.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b091.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b092.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b093.wav,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b094.wav,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b095.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b096.wav,FAKE_CERTAIN,55,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,mdct|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b097.wav,FAKE_CERTAIN,60,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b098.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b099.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b100.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b101.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b102.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b103.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b104.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b105.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b106.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b107.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,cnn,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b108.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b109.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b110.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b111.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b112.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b113.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b114.wav,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b115.wav,FAKE_CERTAIN,86,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b116.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b117.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b118.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b119.wav,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b120.wav,FAKE_CERTAIN,56,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b121.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b122.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b123.wav,WARNING,50,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b124.wav,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b125.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b126.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b127.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b128.wav,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b129.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b130.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b131.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b132.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b133.wav,AUTHENTIC,1,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b134.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b135.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b136.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b137.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b138.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b139.wav,FAKE_CERTAIN,71,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b140.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b141.wav,AUTHENTIC,11,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b142.wav,FAKE_CERTAIN,73,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b143.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b144.wav,FAKE_CERTAIN,71,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b145.wav,AUTHENTIC,26,✅ Authentic file,NOT_HIRES,cnn|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b146.wav,FAKE_CERTAIN,86,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b147.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b148.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b149.wav,FAKE_CERTAIN,55,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,mdct|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b150.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b151.wav,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b152.wav,SUSPICIOUS,55,"⚠️  Probable transcoding, manual check recommended",NOT_HIRES,mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b153.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b154.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b155.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b156.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b157.wav,WARNING,50,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b158.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b159.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b160.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b161.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b162.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b163.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b164.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b165.wav,FAKE_CERTAIN,85,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|mdct,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b166.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b167.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b168.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b169.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b170.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b171.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b172.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b173.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b174.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b175.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b176.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b177.wav,WARNING,31,"⚡ Anomalies detected, may be legitimate",NOT_HIRES,cnn,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b178.wav,FAKE_CERTAIN,79,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b179.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b180.wav,AUTHENTIC,0,✅ Authentic file,NOT_HIRES,stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b181.wav,FAKE_CERTAIN,73,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
b182.wav,FAKE_CERTAIN,80,❌ Transcoding confirmed — corroborated by independent evidence,NOT_HIRES,cnn|spectral|stereo|temporal,1.13.4,9199d4528572995e51627e6b8821186b5e738f91
